PlayerId;Year;TeamId;LeagueId;GP;G;A;PIM;+/-;PP G;PP A;SH G;SH A;GR;GWG;SOG;FO;FO W;HIT;GvA;TkA;SB;TOI;PPTOI;SHTOI;Fights;Fights Won
358;2022;1;0;28;7;4;28;-7;1;2;0;0;69;2;82;49;14;66;13;23;27;24783;5338;3485;0;0
358;2022;3;0;22;3;8;10;5;0;0;0;0;61;1;35;4;0;44;10;11;10;16304;191;646;0;0
360;2019;1;0;50;6;11;30;0;1;0;0;0;58;0;66;97;31;66;16;14;54;36960;371;5257;0;0
360;2020;1;0;50;8;13;29;10;0;5;0;0;61;1;79;68;26;77;21;19;45;43488;4003;5968;3;1
360;2021;1;0;50;14;15;19;18;2;1;0;0;61;4;99;53;23;114;22;22;52;42251;1270;6540;1;1
369;2019;9;0;9;0;1;0;-6;0;0;0;0;49;0;6;0;0;7;7;5;5;9385;23;280;0;0
369;2020;9;0;50;4;11;8;-3;1;0;0;0;58;0;76;15;5;47;12;17;30;46745;166;3208;0;0
369;2021;9;0;50;5;20;8;29;1;5;0;0;65;0;108;5;3;53;15;22;24;52648;3067;4327;0;0
369;2022;9;0;50;9;33;10;10;1;12;0;0;70;3;137;15;2;95;23;35;77;57548;9902;2266;0;0
371;2019;4;0;50;4;11;31;-6;1;2;0;0;55;0;65;0;0;58;30;21;59;53312;2904;3954;0;0
371;2020;4;0;50;9;23;26;20;1;3;1;2;63;0;113;11;1;68;46;29;80;56647;3801;3307;0;0
371;2021;4;0;50;5;25;19;22;0;7;0;0;67;1;166;3;0;48;46;26;43;57476;9100;4514;1;0
371;2022;4;0;50;9;23;24;12;5;6;0;0;66;1;148;20;5;61;30;25;90;47286;9804;1801;0;0
382;2019;9;0;50;11;10;6;-8;1;1;0;0;56;1;75;69;26;64;25;8;38;41973;5027;92;0;0
382;2020;9;0;50;19;20;14;13;2;3;0;0;65;1;141;59;21;70;27;18;29;46119;2988;1220;0;0
382;2021;9;0;50;14;23;12;21;3;3;0;0;65;1;129;112;35;71;24;10;25;43214;3338;3269;0;0
384;2019;2;0;50;3;12;28;-10;0;2;1;0;60;0;47;514;293;23;12;19;41;44263;4834;4425;0;0
384;2020;2;0;50;7;13;28;10;0;4;1;0;63;1;56;203;115;34;25;31;27;37552;3960;8391;0;0
384;2021;2;0;50;10;26;18;6;3;7;1;2;68;1;82;734;407;27;27;26;21;45542;3478;8691;0;0
384;2022;2;0;50;9;13;10;-9;2;2;0;1;63;2;87;662;342;19;17;30;40;45924;2913;5378;0;0
406;2019;7;0;50;2;8;6;18;0;0;0;0;56;1;92;9;2;21;12;20;24;45908;228;1625;0;0
406;2020;7;0;50;1;12;40;1;0;0;0;1;59;0;70;9;4;27;29;23;42;57018;9;4352;0;0
406;2021;7;0;50;1;11;37;-18;0;1;0;0;60;0;74;3;3;34;35;31;57;53203;3781;7178;0;0
411;2019;3;0;50;9;1;16;-6;0;0;0;0;55;2;52;21;6;37;7;17;21;37598;0;1095;0;0
411;2020;3;0;50;5;5;2;-16;0;0;1;2;54;1;41;65;35;23;8;10;42;24995;847;5778;0;0
411;2021;3;0;50;7;8;32;-11;0;0;0;0;62;0;68;51;26;81;19;28;70;37974;0;4983;0;0
411;2022;3;0;50;13;15;24;13;0;0;1;1;64;0;89;15;5;72;18;17;49;35613;118;6785;0;0
412;2019;7;0;50;18;15;16;28;5;4;0;0;57;2;122;55;22;52;20;12;22;37387;3879;23;0;0
412;2020;7;0;50;9;15;22;-10;3;3;0;0;62;1;124;90;39;16;30;6;27;42912;10715;53;0;0
412;2021;7;0;50;23;14;20;-12;8;5;0;0;62;3;146;11;7;10;18;10;19;42250;8787;134;0;0
414;2019;6;0;50;14;4;37;-10;2;1;0;0;55;3;88;70;33;72;27;6;50;40119;6213;1534;1;0
414;2020;6;0;50;16;12;48;9;4;3;1;0;70;1;127;132;41;109;33;22;49;45164;3161;6117;2;0
414;2021;6;0;50;19;13;6;4;3;2;0;0;67;2;119;121;54;51;21;24;34;46971;3336;1476;0;0
423;2019;9;0;50;7;3;6;-20;0;0;0;0;55;1;55;7;1;20;19;11;57;39329;1051;261;0;0
423;2020;9;0;41;18;13;14;24;1;1;0;1;62;3;87;35;8;20;20;12;43;35504;3381;810;0;0
423;2021;9;0;50;22;18;22;18;4;1;0;0;60;4;116;34;11;14;12;11;46;43721;3636;199;0;0
425;2019;8;0;50;17;10;30;-4;2;1;0;0;62;3;118;78;33;68;27;11;55;48031;5836;164;0;0
425;2020;8;0;50;18;23;14;0;7;12;0;2;67;3;176;291;127;42;20;17;48;45508;11172;7065;0;0
425;2021;8;0;50;14;18;40;-10;5;6;0;0;64;2;144;94;43;44;21;11;48;45316;9707;133;1;0
436;2019;9;0;50;4;10;94;-22;1;0;0;0;60;0;54;30;12;86;24;11;69;50215;501;2294;12;9
436;2020;9;0;50;16;26;88;30;4;6;0;0;66;5;134;3;0;81;14;19;31;54560;9671;2680;14;7
436;2021;9;0;50;12;18;64;16;5;4;0;0;62;1;124;3;0;86;19;15;39;47118;9668;4852;10;7
436;2022;9;0;50;15;12;65;11;5;6;0;0;64;3;157;6;3;81;39;23;36;55811;10810;1981;9;5
440;2019;0;0;50;6;20;25;13;0;0;1;1;58;0;89;18;9;94;33;15;55;52984;144;5149;1;0
440;2020;0;0;50;3;12;58;-2;0;2;0;1;58;0;81;8;3;94;25;33;120;54205;988;6162;6;2
440;2021;0;0;50;5;14;13;36;0;1;1;0;71;0;86;6;1;122;15;42;71;55508;211;3867;1;1
440;2022;0;0;50;3;17;27;15;1;2;0;0;66;1;79;0;0;101;15;29;36;53724;3167;3366;3;1
441;2019;8;0;50;1;18;19;3;0;1;1;2;56;0;46;8;1;37;14;21;24;39103;647;6264;1;0
441;2020;8;0;50;6;16;24;-1;1;2;0;0;61;1;97;5;3;75;27;21;45;54033;3867;2077;0;0
441;2021;8;0;50;6;10;41;-14;1;0;0;0;60;1;93;5;2;81;24;25;91;53970;3977;3476;1;0
441;2022;8;0;35;8;11;34;1;4;1;0;0;62;1;69;0;0;43;23;23;52;33617;5358;6551;0;0
441;2022;2;0;15;2;4;6;-5;0;0;0;0;61;1;28;3;2;25;14;12;16;17059;37;698;0;0
446;2019;1;0;48;1;7;18;-3;0;1;0;0;55;0;36;53;17;16;16;7;20;28602;914;3428;0;0
446;2020;1;0;50;16;29;24;24;9;8;0;0;66;2;138;6;3;82;17;10;18;44193;11031;64;0;0
446;2021;1;0;50;4;20;6;-5;1;9;0;0;64;1;124;10;3;43;21;17;24;38732;11710;149;0;0
446;2022;3;0;50;14;25;18;26;2;10;0;0;66;3;126;38;13;61;16;19;18;40217;8732;3055;0;0
453;2019;5;0;50;2;21;20;10;1;5;0;0;60;0;78;0;0;85;7;9;44;59678;9872;6423;0;0
453;2020;5;0;50;5;10;38;0;2;1;0;2;55;1;75;0;0;100;14;20;104;58796;5110;6163;0;0
453;2021;5;0;50;10;17;50;5;3;3;0;0;60;1;79;1;0;96;19;30;138;58386;4956;6099;0;0
453;2022;15;0;50;5;8;20;9;0;0;0;0;58;0;73;8;5;110;40;30;104;55079;276;8688;0;0
455;2019;2;0;50;4;6;28;-17;0;0;1;0;55;0;41;1;1;99;19;16;132;48515;260;4670;0;0
455;2020;2;0;44;2;9;30;-6;0;1;0;0;61;0;38;7;3;63;31;24;185;43673;463;7872;0;0
455;2021;2;0;50;2;10;22;-6;0;0;1;0;60;0;53;15;6;63;32;30;160;46480;123;6448;0;0
457;2019;1;0;49;0;12;23;4;0;1;0;0;58;0;66;2;0;30;16;10;23;45753;2171;3068;1;0
457;2020;1;0;50;5;17;27;14;4;5;0;0;58;2;104;0;0;67;26;13;37;56485;3803;6645;3;0
457;2021;1;0;50;10;15;14;-3;6;0;0;0;63;1;125;4;2;63;54;20;52;51614;11166;2327;0;0
457;2022;1;0;38;3;4;28;-10;0;0;1;0;60;0;54;19;6;50;17;14;58;33550;557;2713;4;2
458;2019;2;0;50;10;16;14;-8;1;2;0;0;57;2;88;55;24;41;23;12;34;42503;1250;805;0;0
458;2020;2;0;50;11;15;12;-28;5;4;0;0;59;2;95;80;40;35;20;15;20;38968;8923;161;0;0
458;2021;2;0;50;20;21;6;-8;9;6;0;0;66;1;151;56;28;20;21;21;40;45877;5779;182;0;0
458;2022;2;0;50;17;14;10;-17;5;6;0;0;61;2;145;89;33;45;28;16;47;43510;9131;94;0;0
461;2019;3;0;50;4;9;20;-9;1;1;0;0;56;1;48;62;18;22;11;11;42;36490;3498;1356;0;0
461;2020;3;0;50;4;3;16;-23;2;0;0;0;57;0;49;196;71;21;11;15;89;38367;3185;5944;0;0
461;2021;3;0;50;7;23;30;4;3;6;0;0;67;2;107;129;70;57;25;18;61;43046;9805;4817;0;0
461;2022;3;0;50;8;25;12;30;0;4;0;0;62;3;92;113;51;59;21;17;37;41851;4383;2967;0;0
472;2022;9;0;31;2;10;2;0;0;0;0;0;50;0;19;2;0;16;6;2;10;16772;73;141;0;0
479;2020;7;0;50;5;5;62;-17;1;0;0;0;52;1;43;4;2;122;10;5;13;25800;179;161;0;0
479;2021;7;0;50;5;7;27;-24;0;0;0;0;59;0;81;8;3;119;17;12;42;45232;3726;797;1;0
479;2022;7;0;50;12;15;50;-6;5;4;1;1;64;0;119;54;19;134;32;16;89;44142;8989;6695;0;0
481;2020;1;0;29;0;5;11;-1;0;0;0;0;52;0;15;3;0;18;16;0;0;20816;86;995;1;0
481;2021;1;0;50;4;18;41;20;0;0;1;0;55;0;87;16;8;72;47;16;4;50993;412;7038;3;1
481;2022;1;0;50;5;15;59;-21;1;2;1;0;59;1;80;7;2;65;52;23;32;53169;3002;6319;5;1
489;2020;5;0;36;2;1;0;-10;0;0;0;0;51;0;18;30;16;13;8;4;6;14378;355;354;0;0
489;2021;5;0;50;9;12;24;-12;2;2;0;0;57;0;86;212;105;17;20;12;60;45584;4572;13;0;0
489;2022;5;0;42;12;43;10;15;2;13;1;1;70;3;98;732;441;73;37;12;38;40255;7639;2665;0;0
491;2020;9;0;50;3;11;12;1;0;0;0;0;56;1;76;12;4;64;26;15;34;45839;647;3241;0;0
491;2021;9;0;50;8;12;36;26;0;1;0;0;61;3;115;7;2;60;34;17;49;52366;3112;4233;0;0
492;2020;6;0;50;9;1;2;-3;1;1;1;0;52;3;43;307;185;10;8;2;11;22177;75;786;0;0
492;2021;6;0;50;14;25;18;10;5;6;0;0;63;3;131;751;428;65;19;10;32;43598;7206;58;0;0
492;2022;6;0;50;20;23;56;-5;9;7;0;0;63;5;133;548;319;70;25;18;44;44987;8033;41;0;0
524;2020;2;0;42;4;8;39;-18;0;0;0;0;55;1;52;17;10;72;19;5;2;26531;101;109;3;1
524;2021;2;0;50;12;17;45;10;2;3;0;0;63;0;96;26;8;113;24;0;10;41246;2952;21;3;0
524;2022;2;0;50;16;21;23;10;1;1;0;0;65;1;100;69;20;86;32;4;14;45466;2790;19;3;1
534;2020;8;0;50;2;12;49;-15;0;0;1;0;53;0;63;3;2;89;13;23;33;51498;2068;5351;1;0
534;2021;14;0;50;1;10;18;-30;0;0;0;0;55;1;56;0;0;64;17;29;55;55014;402;5443;0;0
534;2022;14;0;50;6;15;11;6;0;0;0;2;60;1;63;23;11;24;17;30;71;50537;307;9305;1;1
583;2022;5;0;26;4;8;18;-5;3;2;0;0;55;0;24;53;26;21;11;2;12;13160;2367;90;0;0
590;2021;6;0;10;0;2;0;-2;0;0;0;0;52;0;4;6;0;4;0;1;4;3000;42;1365;0;0
